Record ID,Aircraft: Type,Airport: Name,Altitude bin,Aircraft: Make/Model,Wildlife: Number struck,Wildlife: Number Struck Actual,Effect: Impact to flight,FlightDate,Effect: Indicated Damage,Aircraft: Number of engines?,Aircraft: Airline/Operator,Origin State,When: Phase of flight,Conditions: Precipitation,Remains of wildlife collected?,Remains of wildlife sent to Smithsonian,Remarks,Wildlife: Size,Conditions: Sky,Wildlife: Species,Pilot warned of birds or wildlife?,Cost: Total $,Feet above ground,Number of people injured,Is Aircraft Large?
240351,Airplane,CHICAGO MIDWAY INTL ARPT,< 1000 ft,B-737-300,1,1,Precautionary Landing,2005-12-28,Caused damage,2,SOUTHWEST AIRLINES,Illinois,Climb,Rain,True,True,"NEVER SAW THE BIRD. ID BY SMITHSONIAN,  FAA 1348. A/C WAS DIVERTED TO ORD. DESTROYED ENG. BIRD FIRST RETPD AS GULL BY CAPT.  HE WAS UNAWARE BIRDS FLEW AT NIGHT.",Large,Overcast,Snowy owl,N,0,400,0,Yes
237949,Airplane,MINETA SAN JOSE INTL,> 1000 ft,B-737-700,1,1,Precautionary Landing,2006-01-02,No damage,2,SOUTHWEST AIRLINES,California,Climb,Rain,False,False,"LGR BIRD INGESTED INTO #1 ENG. LOUD BANG, VIBRATION AND BUZZING SOUND FOR 60 SECONDS. RETD TO SJC FOR INSPN.",Large,Overcast,Unknown bird - large,N,0,1500,0,Yes
249434,Airplane,GRANT COUNTY ARPT,> 1000 ft,PILATUS PC12,1,1,Precautionary Landing,2006-02-09,Caused damage,1,BUSINESS,Washington,Climb,Rain,False,False,DENT IN L WING LE.,Medium,Overcast,Unknown bird - medium,N,0,1500,0,No
233554,Airplane,BOEING FIELD K C INT,< 1000 ft,DA-50 FALCON,1,1,Other,2006-03-22,Caused damage,3,BUSINESS,Washington,Approach,Rain,True,False,ON FINAL PIC SAW SEVERAL GEESE IN FLIGHT IN FRONT OF A/C AS THEY CROSSED THE THRESHOLD. HE TRIED TO PULL UP TO AVOID THEM. 1 HIT JUST BELOW PILOTS' WINDOW ON L SIDE. GLANCING BLOW. SOME SKIN DAMAGE VISIBLE. RECOVERED DEAD GOOSE FROM RWY. INTACT. A/C CAN S,Large,Some Cloud,Canada goose,N,34226,100,0,No
239393,Airplane,JOHN F KENNEDY INTL,< 1000 ft,A-320,1,1,Precautionary Landing,2006-08-27,Caused damage,2,JETBLUE AIRWAYS,New York,Climb,Rain,True,False,HIT OSPREY JUST AFTER GEAR RETRACTION. IT HIT THE A/C ON L SIDE OF NOSE UNDER CAPT'S WINDSCREEN & THE LOUD BANG LED US TO BELIEVE THERE MIGHT BE SOME FUSELAGE DMG. DENTED L SIDE UNDER WINDSHDL. FLT CANCELLED.,Large,Some Cloud,Osprey,N,0,100,0,No
239724,Airplane,BOWMAN FIELD,< 1000 ft,AERONCA 7,1,1,Aborted Take-off,2006-08-30,No damage,1,BUSINESS,Kentucky,Take-off run,Fog,False,False,NO REMAINS FOUND. PILOT INSPCTD PROP. NO DMG.,Small,Overcast,Unknown bird - small,N,0,0,0,No
240163,Airplane,MONMOUTH EXECUTIVE ARPT,> 1000 ft,C-560,1,1,Other,2006-09-15,Caused damage,2,CITATIONAIR,New Jersey,Approach,Rain,False,False,"BIRD HIT ON APCH FROM SW. WING' MID SPAN FENCE"" ON LEADING EDGE. OUT OF SVC 3 DAYS WAITING FOR REPLACEMENT PART AND REPAIR. COST NOT AVAILABLE.",Medium,Overcast,Unknown bird - medium,N,0,2000,0,No
244748,Airplane,MINETA SAN JOSE INTL,< 1000 ft,A-320,1,1,Precautionary Landing,2006-10-04,Caused damage,2,AMERICA WEST AIRLINES,California,Climb,Rain,False,False,3 BLADES ON RT ENG DAMAGED.,Medium,Overcast,Unknown bird - medium,Y,0,800,0,No
242398,Airplane,GEORGE BUSH INTERCONTINENTAL,< 1000 ft,EMB-145,1,1,Aborted Take-off,2006-10-16,No damage,2,EXPRESSJET (CONTINENTAL EXPRS),Texas,Take-off run,Rain,True,True,A/C WAS SCHEDULED TO TAKE OFF AT 1042. ACTUAL TIME OF TAKE OFF WAS 1321. ID BY SMITHSONIAN FAA 1617. RWY L OR RT NOT REPTD.,Small,Overcast,Rock pigeon,N,0,0,0,No
244028,Airplane,PORTLAND INTL (OR),< 1000 ft,LEARJET-31,1,1,Other,2006-12-15,Caused damage,2,BUSINESS,Oregon,Approach,Rain,True,False,DELAYED FOLLOWED FLT.,Medium,Overcast,Glaucous-winged gull,Y,0,100,0,No
242013,Airplane,NORFOLK INTL,< 1000 ft,EMB-170,1,1,Other,2007-04-12,Caused damage,2,REPUBLIC AIRLINES,Virginia,Landing Roll,Rain,False,False,"WHILE LDG, FLEW INTO A FLOCK OF BIRDS. DAMAGED L LANDING LIGHT ON WING ROUTE LNES AND LIGHT WERE BROKEN. INFO PROVIDED BY CAPT. CASE 07-161",Medium,Overcast,Ring-billed gull,Y,0,0,0,No
249787,Airplane,WASHINGTON COUNTY,< 1000 ft,LEARJET-35,1,1,Other,2007-08-20,Caused damage,2,BUSINESS,Pennsylvania,Landing Roll,Rain,False,False,PILOT SAW  A DEER RUN TOWARD AC. L FRONT NOSE DAMAGED. PITOT TUBE RIPPED FROM AC. DEER BOUNCED OFF JET AND RAN INTO WOODS. CREW DESCRIBED DAMAGE AS MODERATE.,Large,Overcast,White-tailed deer,N,433367,0,0,No
248164,Airplane,BALTIMORE WASH INTL,< 1000 ft,B-737-700,1,1,Precautionary Landing,2007-08-25,Caused damage,2,SOUTHWEST AIRLINES,Maryland,Climb,Fog,False,False,"ON ROTATION, BIRD HIT RT PITOT PROBE AND CAUSED CO/P ASI TO HAVE UNRELIABLE AIRSPEED INDICATIONS.",Small,Some Cloud,Unknown bird - small,N,0,150,0,Yes
248144,Airplane,RICHARD LLOYD JONES JR ARPT,< 1000 ft,C-172,1,1,Precautionary Landing,2007-09-10,No damage,1,BUSINESS,Oklahoma,Approach,Rain,True,True,"ID BY SMITHSONIAN, FAA 2231. ABORTED DOING TOUCH AND GO. 1100' N OF THRESHOLD.NO DMG.",Small,Overcast,American kestrel,Y,0,10,0,No
253947,Airplane,JUNEAU INTL ARPT,< 1000 ft,B-737-400,1,1,Other,2007-10-25,No damage,2,ALASKA AIRLINES,Alaska,Take-off run,Rain,False,False,PILOT REPTD POSSIBLE BIRDSTRIKE TO TWR DURING T/O. RWY WAS CLOSED FOR INSPN WHICH CAUSED A DELAY TO NEXT A/C. NO REMAINS FOUND.,Small,Overcast,Unknown bird - small,Y,0,0,0,Yes
249894,Airplane,JUNEAU INTL ARPT,< 1000 ft,B-737-400,1,1,Other,2007-10-29,No damage,2,ALASKA AIRLINES,Alaska,Approach,Rain,True,False,"STRIKE WAS SEEN BY PILOT. REMAINS COLLECTED IMMEDIATELY. COLLECTION OF REMAINS CAUSED A MISSED APCH BY NEXT LANDING B737. BIRDS HIT LE OF RT WING TIP. INSPN FOUND NO DMG, JUST BLOOD SMEARS. POSTITIVE ID ON REMAINS BY WS BIOL. TIME OUT OF SERVICE 15 MINS.",Small,Overcast,Mew gull,Y,0,20,0,Yes
252076,Airplane,KLAMATH FALLS INTL,< 1000 ft,IAI GALAXY,1,1,Engine Shut Down,2007-11-19,Caused damage,2,BUSINESS,Oregon,Climb,Rain,True,True,"ID BY SMITHSONIAN, FAA 2207. PILOT NOTED BIRD PASS ACROSS NOSE DURING CLIMB, FELT IMPACT. ENGINE ANOMOLY, RETURNED TO AIRFIELD. INSPN FOUND DMG TO LWR L PART OF INTAKE COLWING AND BIRD REMAINS IN FAN BLADES/ENGINE. BELIEVE MOST THRU BY-PASS BUT SOME IN EN",Medium,Overcast,Gadwall,N,666719,200,0,No
257261,Airplane,TETERBORO AIRPORT,< 1000 ft,C-560,1,1,Precautionary Landing,2008-01-13,Caused damage,2,NETJETS AVIATION,New Jersey,Climb,Rain,True,True,"ID BY SMITHSONIAN, FAA 2315 100% DNA MATCH.  A/C RETD TO TEB AFTER REPORTING A BIRDSTRIKE. DMG TO NOSE CONE WAS MINOR ACCORDING TO DAILY REPOT  ARFF RESPONDED. RADOME WAS SUBSTANTIALLY DAMAGED ACCORDING TO ATCT REPT.",Medium,Overcast,Mallard,Y,0,400,0,No
252977,Airplane,DALLAS LOVE FIELD ARPT,< 1000 ft,B-737-300,1,1,Precautionary Landing,2008-03-10,Caused damage,2,SOUTHWEST AIRLINES,Texas,Climb,Rain,False,False,HIT BIRD ON DEPTR END OF RWY. DMG TO #2 ENG. PILOT DECLARED AN EMERGENCY AND DIVERTED TO LOVE FIELD. LANDED W/O INCIDENT.  APPEARED TO HAVE BENT 2 FAN BLADES. BIRD WAS DARK BROWN.,Medium,Overcast,Unknown bird - medium,N,27057,30,0,Yes
251702,Airplane,AKRON-CANTON MUNICIPAL,< 1000 ft,BE-400 BJET,1,1,Precautionary Landing,2008-03-11,Caused damage,2,CASTLE AVIATION,Ohio,Climb,Fog,False,False,"VERY SHORTLY AFTER T/O, 1 SAW 3-5 BIRDS FLYING AND HEARD 1 HIT THE LE OF THE RT WING. WE VISUALLY INSPECTED THE LEADING EDGE AND SAW A DNET AND LOTS OF BLOOD. WE DECIDED TO RETURN TO THE ARPT.",Medium,Overcast,Unknown bird - medium,N,3247,75,0,No
255009,Airplane,WESTCHESTER COUNTY ARPT,< 1000 ft,CITATIONJET,1,1,Precautionary Landing,2008-05-08,Caused damage,2,BUSINESS,New York,Climb,Rain,True,False,BIRD HIT RT HALF OF WINDSHLD. INSPN FOUND DENT ON SHROUD OF RT WINDSHIELD.,Medium,Overcast,Ring-billed gull,Y,0,300,0,No
253456,Airplane,GENERAL MITCHELL INTL,< 1000 ft,B-737-700,1,1,Other,2008-05-30,Caused damage,2,AIRTRAN AIRWAYS,Wisconsin,Approach,Rain,True,False,"BIRD WAS LODGED I NOSE LDG GEAR. DAMAGED HYDRAULIC LINE. COULD NOT TURN A/C TO THE RIGHT AND HAD TO BE TOWED TO GATE. FLUID WAS LEAKING AND SPRAYED THE FACE OF A GROUND CREW WHO WAS TAKEN TO THE HOSPITAL, EVALUATED, DEEMED OK AND RETURNED TO WORK LATER TH",Medium,Overcast,Herring gull,N,1082,100,0,Yes
255142,Airplane,CHICAGO O'HARE INTL ARPT,< 1000 ft,B-747-400,1,1,Engine Shut Down,2008-06-20,Caused damage,4,UNITED AIRLINES,Illinois,Take-off run,Rain,True,True,"ID BY SMITHSONIAN, FAA 2506. PILOT REPTD STRIKING LRG BIRD, PROB. A HAWK. #2 ENG WAS SHUT DOWN DUE TO VIBRATION. 165,000 LBS OF FUEL WAS DUMPED ($100,000). DECLARED AN EMERGENCY AND RETD TO ORD. AT LEAST 5 BLADES HAD SIGNIF DMG. A/C WAS REPLACED CAUSING A",Medium,Overcast,Red-tailed hawk,Y,108229,0,0,No
254378,Airplane,CHERRY CAPITAL ARPT,< 1000 ft,C-310,1,1,Aborted Take-off,2008-06-22,No damage,2,BUSINESS,Michigan,Take-off run,Fog,False,False,NO DMG,Medium,No Cloud,Ring-billed gull,N,0,0,0,No
259645,Airplane,BEVERLY MUNICIPAL ARPT,< 1000 ft,PA-28,1,1,Other,2008-09-28,Caused damage,1,BUSINESS,Massachusetts,Landing Roll,Fog,False,False,"FLT INSTRUCTOR AND STUDENT PILOT, THE CFI WAS LANDING ON INSTRUMENTS. ABOUT 5 SECONDS AFTER T/D, THE PILOT SAW 4-5 DEER ON RT SIDE OF RWY. 1 RAN ONTO THE RWY AND INTO THE A/C. PILOT SWERVED TO AVOID IMPACT. SEVERE DMG TO RT WING AND RT ENG COMPARTMENT. PH",Large,Overcast,White-tailed deer,Y,51950,0,0,No
260920,Airplane,LAMBERT-ST LOUIS INTL,< 1000 ft,DC-9-50,1,1,Other,2008-10-14,No damage,2,NORTHWEST AIRLINES,Missouri,Take-off run,Fog,True,False,"ATIS WARNING. ARPT OPS ID'D REMAINS. (OTHER REPORT SHOWED BIRD AS LARGE SEEN AND HIT). AT ROTATION, FLEW THRU A FLOCK OF BIRDS (# NOT REPTD, ASSUM 2-10). SUBSEQUENT IMPACT NOISE AND CORRESPONDING LURCH OF A/C NOTICED BY PAX AND FLIGHT ATTENDANTS. IMPACT W",Small,Overcast,Killdeer,Y,0,0,0,No
260388,Airplane,BELLINGHAM INTL,< 1000 ft,DHC8 DASH 8,1,1,Aborted Take-off,2008-11-08,No damage,2,HORIZON AIR,Washington,Take-off run,Rain,True,False,NO DMG. BIRD HIT AT 500 FT OF RWY. TAXIED BACK TO RAMP. LEFT W/O FURTHER INCIDENT AFTER INSPN.,Medium,Overcast,Glaucous-winged gull,Y,0,0,0,No
260107,Airplane,SEATTLE-TACOMA INTL,< 1000 ft,B-737-700,1,1,Aborted Take-off,2008-11-21,No damage,2,ALASKA AIRLINES,Washington,Take-off run,Rain,True,True,"REMAINS CHECKED AS BEING SENT TO SMITHSONIAN, BUT NO ID. OWL HIT WINDSHLD AND VERTICAL STABILIZER ON T/O ROLL. REMAINS RECOVERED ON 16C NORTH OF E SLIGHTLY W OF CENTERLINE. SO FAR NO DMG NOTED. APPARENTLY ID WAS MADE BY ARPT BIOL",Small,Overcast,Short-eared owl,N,0,0,0,Yes
260572,Airplane,LOGAN INTL,< 1000 ft,A-320,1,1,Precautionary Landing,2008-11-25,Caused damage,2,JETBLUE AIRWAYS,Massachusetts,Take-off run,Rain,True,True,"ID BY SMITHSONIAN, FAA 2900. SAMPLE WAS MOLDY NO DNA SEQ. PILOT REPTD SEEING 2 BIRDS ON RWY. 1 POSSIBLY HIT A/C. PREC LDG. HAD TO SHUT DOWN #1 ENG. FOUND 2 FAN BLADES DAMAGED BEYOND REPAIR, ATTRITION LINER DENTED.  ALSO DAMAGED WERE T/R OUTBD LINER BRACKE",Medium,Overcast,Ring-billed gull,Y,4329,0,0,No
258074,Airplane,BALTIMORE WASH INTL,< 1000 ft,B-737-700,1,1,Precautionary Landing,2008-11-30,Caused damage,2,SOUTHWEST AIRLINES,Maryland,Climb,Fog,False,False,A/C HIT BIRD RIGHT AFTER T/O. NEVER SAW THE BIRD OR BIRDS. ARPT BIOL NO NO INFO ON THIS. NO REMAINS WERE FOUND THAT NIGHT OR THE NEXT DAY ACCORDING TO THEIR LOG.,Large,Overcast,Unknown bird - large,N,0,50,0,Yes
260332,Airplane,SACRAMENTO INTL,< 1000 ft,A-319,1,1,Precautionary Landing,2008-12-04,Caused damage,2,US AIRWAYS,California,Climb,Fog,True,True,FAA 2971. REMAINS SENT TO SMITHSONIAN BUT NO VIABLE DNA OR FEATHER MATERIAL WAS FOUND IN SAMPLE. STRIKE ON T/O. FLT CREW DID NOT FEEL THE INITIAL STRIKE BUT RETD TO ARPT AFTER ENG BEGAN TO SHAKE. FLT WAS CANCELLED.,Medium,Overcast,Unknown bird - medium,Y,0,200,0,No
259596,Airplane,SAN FRANCISCO INTL ARPT,< 1000 ft,B-767-300,1,1,Precautionary Landing,2008-12-31,No damage,2,HAWAIIAN AIR,California,Climb,Fog,False,False,HIT A BIRD SHORTLY AFTER T/O. RPTD TO ARPT. NO REPTD DMG. BIRD HIT COWLING LEADING EDGE. APPEARS HALF WENT THRU ENG AND OTHER HALF DOWN THE OUTSIDE OF ENG. NO DMG.,Medium,Overcast,Unknown bird - medium,N,0,100,0,Yes
258028,Airplane,PORTLAND INTL (OR),< 1000 ft,B-737-700,1,1,Other,2009-01-29,No damage,2,SOUTHWEST AIRLINES,Oregon,Climb,Fog,True,False,STRUCK A RED-TAILED HAWK ON DEPTR. NO DMG REPTD. FLT CONTD. DMG COST IS PENDING. FOLLOW ON FLT WAS CANCELLED,Medium,Overcast,Red-tailed hawk,N,0,5,0,Yes
261655,Airplane,CHICAGO O'HARE INTL ARPT,< 1000 ft,MD-80,1,1,Aborted Take-off,2009-04-19,Caused damage,2,AMERICAN AIRLINES,Illinois,Take-off run,"Fog, Rain",True,False,REMAINS COLLECTED BY ORD WILDLF CONTROL AGNT.,Medium,Overcast,Herring gull,N,44906,0,0,No
262650,Airplane,CHERRY CAPITAL ARPT,< 1000 ft,CL-RJ100/200,1,1,Aborted Take-off,2009-04-26,No damage,2,PINNACLE,Michigan,Take-off run,Rain,True,False,MANY PARTS.,Medium,Overcast,Ring-billed gull,Y,0,0,0,No
260068,Airplane,WICHITA MID-CONTINENT ARPT,< 1000 ft,CL-RJ700,1,1,Precautionary Landing,2009-05-02,No damage,2,SKYWEST AIRLINES,Kansas,Approach,Rain,False,False,NO DMG REPT FROM FLT CREW. MX WILL INSPECT A/C.,Medium,Overcast,Unknown bird - medium,N,0,500,0,No
266482,Airplane,FRANCIS S GABRESKI ARPT,< 1000 ft,DA-900,1,1,Other,2009-08-28,Caused damage,3,BUSINESS,New York,Climb,"Fog, Rain",False,False,TAKEOFF IMMEDIATELY AFTER ROTATION AND LIFT OFF RWY 6. WE SAW A FLOCK OF APPROX 20-30 CANADA GEESE FLY UP FROM L SIDE OF RWY 6 SHORTLY AFTER REACHING V1. BIRDS THEN FLEW DIRECTLY ACROSS RWY FROM L-R. WE COULD NOT ABORT T/O AND TRIED TO ROTATE QUICKLY ENOU,Large,Overcast,Canada goose,N,15812,5,0,No
265721,Airplane,NASHVILLE INTL,< 1000 ft,EMB-170,1,1,Precautionary Landing,2009-09-15,Caused damage,2,COMPASS AIRLINES,Tennessee,Take-off run,Rain,False,False,"ON DEPTR FROM BNA, CREW NOTICED A HIGH VIBRATION AND LOSS OF POWER TO THE #2 ENG. A/C WAS AT ROTATION WITH AN AIRSPEED OF APPROX 120 KTS. THEY SUSPECTED A BIRDSTRIKE AS BIRDS WERE SEEN DURING T/O RUN. NOTIIFED ATC AND EXECUTED THE EMERGENCY PROCEDURES FOR",Small,Overcast,European starling,Y,0,0,0,No
268701,Airplane,PORT COLUMBUS INTL,< 1000 ft,EMB-145,1,1,Precautionary Landing,2009-09-18,No damage,2,AMERICAN EAGLE AIRLINES,Ohio,Climb,Snow,False,False,DEPARTURE END END RWY 28R.,Large,Some Cloud,Unknown bird - large,N,0,700,0,No
266152,Airplane,SKYHAVEN,> 1000 ft,C-172,1,1,Precautionary Landing,2009-09-24,No damage,1,BUSINESS,Missouri,Approach,Rain,False,False,"BIRD LODGED IN CABIN AIR INTAKE, CREATED ADVERSE YAW. NO DMG.",Small,Some Cloud,Meadowlarks,N,0,2500,0,No
269824,Airplane,ORLANDO INTL,< 1000 ft,A-320,1,1,Other,2009-12-08,No damage,2,JETBLUE AIRWAYS,Florida,Approach,Fog,True,True,"ID BY SMITHSONIAN, FAA 3938. WHOLE FEATHER. VERY FOGGY. IN THE FLARE FOR T/D. F/O FLYING. LARGE BIRD STRIKE INTO #2 ENG. NO DMG TO ENG.  BORESCOPE WAS CLEAN.",Large,Overcast,Bald eagle,Y,0,25,0,No
268966,Airplane,CINCINNATI/NORTHERN KENTUCKY INTL ARPT,< 1000 ft,EMB-170,1,1,Precautionary Landing,2009-12-22,Caused damage,2,SHUTTLE AMERICA,Kentucky,Climb,Fog,True,False,ATIS WARNING. A/C MADE A SAFE LANDING AFTER IT STRUCK BIRDS IMMEDIATELY AFTER T/O.  DAMAGED FAN BLADE. ID BY WS BIOL PHOTOS SHOW SEVERAL FAN BLADES DAMAGED. PASSENGERS WERE PUT ON ANOTHER FLT.,Medium,Overcast,Red-tailed hawk,Y,0,30,0,No
301977,Airplane,CHARLOTTE/DOUGLAS INTL ARPT,> 1000 ft,A-319,1,1,Other,2010-05-28,No damage,2,US AIRWAYS,North Carolina,Approach,Rain,False,False,NO DMG REPTD.,Medium,Overcast,Unknown bird - medium,N,0,2500,0,No
303106,Airplane,EPPLEY AIRFIELD,< 1000 ft,LEARJET-35,1,1,Aborted Take-off,2010-07-04,No damage,2,BUSINESS,Nebraska,Take-off run,Rain,False,False,BARN SWALLOW WAS INGESTED IN #2 ENG ON T/O RUN. BIRD FLEW OUT OF GRASS.,Small,Overcast,Barn swallow,Y,0,0,0,No
304603,Airplane,SITKA ROCKY GUTIERREZ ARPT,< 1000 ft,B-737-400,1,1,Engine Shut Down,2010-08-08,Caused damage,2,ALASKA AIRLINES,Alaska,Take-off run,Fog,True,False,A/C INGESTED AN EAGLE INTO THE LEFT ENG WHICH SHUT DOWN. LOUD BANG WAS HEARD FOLLOWED BY VIBRATIONS AND COMPRESSOR STALLS. T/O WAS ABORTED. A/C TAXIED BACK TO TERMINAL ON REMAINING ENG. PAX SAW FLAMES COMING FROM THE ENG. 2ND A/C THAT CAME TO TAKE THE  PA,Large,Overcast,Bald eagle,N,2977459,0,0,Yes
305306,Airplane,WILKES-BARRE/SCRANTON INTL,< 1000 ft,PA-44 SEMINOLE,1,1,Precautionary Landing,2010-08-15,No damage,2,BUSINESS,Pennsylvania,Landing Roll,Rain,True,False,"ATCT REPTD BIRDSTRIKE BY SEMINOLE PA44. SWEPT RWY FOUND DEAD NORTHERN HARRIER ON RWY 22, 50 FT S OF TWY D. NO A/C DMG. BIRD INTACT.",Medium,Overcast,Northern harrier,N,0,0,0,No
306219,Airplane,PETERSBURG JAMES A JOHNSON ARPT,< 1000 ft,B-737-400,1,1,Other,2010-09-23,No damage,2,ALASKA AIRLINES,Alaska,Approach,Rain,True,False," ON SHORT FINAL, SML FLOCK OF BIRD (6 TO 10 TERNS?) FLEW UNDER A/C AT ABOUT 100' AGL. NO IMPACTS NOTED. DURING WALK AROUND FOUND STRIKE ON L MAIN GEAR TRUCK. 1 WING TANGLED IN THE BRAKE LINES. REST OF BIRD WAS FOUND ON RWY BY DOT. MX CAME FROM WRANGELL TO",Small,Overcast,Unknown bird - small,N,0,100,0,Yes
310280,Airplane,LOUISVILLE INTL ARPT,< 1000 ft,A-300,1,1,Precautionary Landing,2011-03-15,No damage,2,UPS AIRLINES,Kentucky,Climb,Rain,True,True,"ID BY SMITHSONIAN. ALTITUDE ESTIMATED FROM CREW COMMENT THAT STRIKE OCCURRED DURING GEAR RETRACTION. FEATHERS COLLECTED AND SENT TO P&W FLIGHT SAFETY. WILL BE FORWARDED TO SMITHSONIAN. PILOT REPTD HEARING A LOUD BANG IN THE COCKPIT, WHICH TWR ALSO HEARD.",Small,Overcast,Wilson's snipe,N,0,400,0,No
311753,Airplane,STEWART INTL AIRPORT,< 1000 ft,B-727-200,1,1,Aborted Take-off,2011-05-24,No damage,3,FEDEX EXPRESS,New York,Take-off run,Fog,True,False,"PILOT ABORTED T/O WHEN THEY SAW 2 CANADA GEESE, HEARD A SOUND AS IF THE PLANE WAS HIT AND PRESUMED THEY HT THE BIRDS. NO EVIDENCE OF GEESE BEING STRUCK. NO APPARENT DMG. ONLY THE SPOTTED SANDPIPER WAS FOUND ON THE RWY.",Small,Overcast,Spotted sandpiper,N,0,0,0,No
311956,Airplane,DES MOINES INTL,< 1000 ft,CL-RJ100/200,1,1,Aborted Take-off,2011-05-25,No damage,2,ATLANTIC SOUTHEAST,Iowa,Take-off run,Fog,True,False,A/C TAXIED BACK TO GATE. BIRDSTRIKE ON LOWER PORTION OF CAPT WINDOW. NO DMG REPTD BY PILOT.,Small,Overcast,European starling,N,0,0,0,No
313971,Airplane,ST. PETERSBURG/CLEARWATER INTL,< 1000 ft,MD-83,1,1,Aborted Take-off,2011-07-08,No damage,2,ALLEGIANT AIR,Florida,Take-off run,Rain,False,False,NO DMG TO A/C. NO REMAINS OF BIRD(S) FOUND BY ARPT OPS.,Medium,Overcast,Unknown bird - medium,N,0,0,0,No
315222,Airplane,WILEY POST-WILL ROGERS MEM,< 1000 ft,LEARJET-31,1,1,Aborted Take-off,2011-08-22,Caused damage,2,GOVERNMENT,Alaska,Take-off run,Rain,True,True,ID BY SMITHSONIAN. INGESTED INTO #2 ENG. FOUR FAN BLADES DMGD.,Large,Overcast,Glaucous gull,N,300000,0,0,No
316086,Airplane,CRAWFORDSVILLE MUNI ARPT,< 1000 ft,CIRRUS SR 20/22,1,1,Precautionary Landing,2011-09-14,No damage,1,GOVERNMENT,Indiana,Climb,Rain,False,False,NO NOTICEALBE DMG. MADE PREC LDG TO INSPECT THE PROP AS IT WAS NOT CLEAR WHERE ON THE NOSE THE BIRD HIT.,Small,Overcast,Unknown bird - small,Y,0,800,0,No
317500,Airplane,CROOKSTON MUNI ARPT-KIRKWOOD FIELD,> 1000 ft,C-172,1,1,Precautionary Landing,2011-10-08,No damage,1,BUSINESS,Minnesota,Approach,Rain,False,False,"WHILE SHOOTING A PRACTICE GPS APCH, WE HEARD A THUMP AND ASSUMED IT WAS A BIRDSTRIKE. DECIDED TO MAKE PREC LDG AS WE BEGAN TO NOTICE ABURNING SMELL. AFTER INSPECTING DMG, LOOKED AS IF HALF THE BIRD WAS INGESTED INTO THE ENG & OTHER HALF HIT WING AND HORIZ",Medium,Some Cloud,Unknown bird - medium,N,0,1200,0,No
319260,Airplane,KANSAS CITY INTL,< 1000 ft,B-737-300,1,1,Precautionary Landing,2011-11-07,No damage,2,SOUTHWEST AIRLINES,Missouri,Climb,Rain,True,True,ID BY SMITHSONIAN. SMELLED BURNED FEATHERS IN CABIN FOR FEW MINUTES. NO FAN DMG. #2 ENG REPAIRS BORESCOPE WITHIN 10 CYCLES OR 15 HRS DUE TO BIRDSTRIKE.,Small,Overcast,Green-winged teal,Y,0,1000,0,Yes
318851,Airplane,CHARLOTTE/DOUGLAS INTL ARPT,< 1000 ft,EMB-170,1,1,Aborted Take-off,2011-11-16,Caused damage,2,REPUBLIC AIRLINES,North Carolina,Take-off run,Rain,True,True,ID BY SMITHSONIAN. POSSIBLE DMG TO INTERNAL FAN. 4 FAN BLADES WERE REPLACED.,Small,Overcast,Rock pigeon,Y,0,0,0,No
